caseId,createdAt,completedAt,cycleTimeHours,revisionCount,rejectionCount,stageCount,status,priority,departmentId
Application_1065678246,2016-03-11T08:21:13.240000+00:00,2016-04-11T06:00:34.219000+00:00,741.66,0,0,3,rejected,Low,User_1
Application_1284173961,2016-03-11T08:22:07.903000+00:00,2016-04-20T18:24:13.110000+00:00,970.03,0,0,4,rejected,High,User_31
Application_959900535,2016-03-11T08:25:46.216000+00:00,2016-03-11T08:58:30.963000+00:00,0.55,0,0,1,rejected,Low,User_41
Application_2136453974,2016-03-11T08:37:12.167000+00:00,2016-04-13T09:09:12.259000+00:00,792.53,1,3,5,rejected,Low,User_1
Application_1741497784,2016-03-11T08:44:17.638000+00:00,2016-03-30T10:45:00.796000+00:00,458.01,0,0,5,pending,Medium,User_1
Application_1169685823,2016-03-11T08:49:42.229000+00:00,2016-04-11T06:00:26.822000+00:00,741.18,1,0,2,rejected,High,User_28
Application_1479549226,2016-03-11T08:50:26.122000+00:00,2016-03-23T11:11:59.306000+00:00,290.36,0,0,3,pending,High,User_41
Application_1559471075,2016-03-11T08:55:54.254000+00:00,2016-03-30T08:20:32.760000+00:00,455.41,0,0,4,pending,Low,User_87
Application_984955968,2016-03-11T09:05:19.461000+00:00,2016-03-22T08:51:52.359000+00:00,263.78,1,0,5,pending,High,User_1
Application_1174487475,2016-03-11T09:09:46.846000+00:00,2016-03-21T15:26:45.014000+00:00,246.28,0,0,4,pending,Low,User_49
Application_2099596617,2016-03-11T09:17:38.064000+00:00,2016-04-11T06:00:48.732000+00:00,740.72,0,0,2,rejected,Low,User_49
Application_1524292990,2016-03-11T09:27:58.760000+00:00,2016-03-23T09:14:43.404000+00:00,287.78,0,0,4,pending,Medium,User_1
Application_1332963018,2016-03-11T09:35:14.953000+00:00,2016-04-11T06:00:42.643000+00:00,740.42,0,0,3,rejected,Low,User_1
Application_259318563,2016-03-11T09:40:17.909000+00:00,2016-03-25T09:04:53.510000+00:00,335.41,1,0,4,pending,Medium,User_1
Application_1009220910,2016-03-11T09:50:30.697000+00:00,2016-03-23T11:04:43.356000+00:00,289.24,0,0,3,pending,Low,User_31
Application_1670412272,2016-03-11T09:51:20.262000+00:00,2016-03-18T13:55:39.155000+00:00,172.07,1,0,3,pending,Medium,User_10
Application_1455769176,2016-03-11T09:52:48.566000+00:00,2016-03-22T11:54:10.099000+00:00,266.02,0,0,4,pending,Low,User_1
Application_2083545924,2016-03-11T09:53:20.112000+00:00,2016-03-15T18:28:21.258000+00:00,104.58,1,0,2,rejected,High,User_71
Application_1618288478,2016-03-11T10:02:21.813000+00:00,2016-03-23T09:55:55.947000+00:00,287.89,0,0,4,pending,Low,User_31
Application_864497913,2016-03-11T10:06:59.429000+00:00,2016-04-08T11:32:48.249000+00:00,673.43,3,4,4,rejected,Medium,User_1
Application_481315443,2016-03-11T10:07:34.308000+00:00,2016-03-14T09:18:24.095000+00:00,71.18,0,0,3,rejected,Medium,User_1
Application_670767920,2016-03-11T10:09:05.344000+00:00,2016-05-03T13:18:36.580000+00:00,1275.16,2,0,5,pending,High,User_1
Application_816103910,2016-03-11T10:11:26.478000+00:00,2016-04-11T06:00:51.659000+00:00,739.82,0,0,2,rejected,Low,User_10
Application_1244585956,2016-03-11T10:20:28.325000+00:00,2016-03-31T07:40:33.411000+00:00,477.33,0,0,4,pending,Medium,User_23
Application_1616643583,2016-03-11T10:34:43.454000+00:00,2016-03-22T12:48:52.624000+00:00,266.24,1,0,4,pending,Medium,User_1
Application_1401496561,2016-03-11T10:34:47.254000+00:00,2016-03-17T11:15:40.236000+00:00,144.68,0,0,3,pending,Low,User_41
Application_28108337,2016-03-11T10:58:21.330000+00:00,2016-03-22T14:03:14.414000+00:00,267.08,0,0,5,pending,Low,User_1
Application_575892243,2016-03-11T11:10:55.668000+00:00,2016-04-11T06:00:17.884000+00:00,738.82,0,0,2,rejected,Low,User_61
Application_900460993,2016-03-11T11:13:13.400000+00:00,2016-03-22T09:32:01.256000+00:00,262.31,0,2,4,rejected,High,User_1
Application_1838804220,2016-03-11T11:40:07.032000+00:00,2016-03-30T09:59:04.109000+00:00,454.32,0,0,4,pending,Low,User_71
Application_1247358786,2016-03-11T12:04:42.347000+00:00,2016-03-29T08:46:54.504000+00:00,428.7,0,0,4,pending,Low,User_1
Application_1256078078,2016-03-11T12:20:48.753000+00:00,2016-04-01T15:04:59.393000+00:00,506.74,2,4,4,rejected,Medium,User_1
Application_1689914291,2016-03-11T12:22:10.420000+00:00,2016-04-07T05:18:34.124000+00:00,640.94,1,0,4,pending,Medium,User_1
Application_1331335471,2016-03-11T12:22:21.313000+00:00,2016-04-12T06:00:33.750000+00:00,761.64,1,0,3,rejected,Medium,User_1
Application_1745339515,2016-03-11T12:38:17.992000+00:00,2016-04-14T06:01:01.698000+00:00,809.38,0,0,3,rejected,Medium,User_1
Application_512562915,2016-03-11T12:44:01.251000+00:00,2016-03-29T06:29:05.518000+00:00,425.75,1,0,4,pending,High,User_1
Application_435753618,2016-03-11T13:18:02.753000+00:00,2016-03-14T17:09:53.891000+00:00,75.86,0,0,2,rejected,Medium,User_18
Application_2003953465,2016-03-11T13:30:49.541000+00:00,2016-03-21T10:54:07.036000+00:00,237.39,0,2,3,rejected,Low,User_86
Application_1253057293,2016-03-11T14:04:15.442000+00:00,2016-04-12T06:00:20.285000+00:00,759.93,0,0,3,rejected,Medium,User_1
Application_1372470449,2016-03-11T14:48:12.286000+00:00,2016-03-23T16:30:01.471000+00:00,289.7,0,0,4,pending,Low,User_36
Application_872571226,2016-03-11T15:10:05.655000+00:00,2016-03-22T15:33:14.902000+00:00,264.39,0,0,4,pending,Medium,User_1
Application_1823681895,2016-03-11T15:13:03.206000+00:00,2016-04-01T09:05:35.978000+00:00,497.88,0,2,4,rejected,Low,User_1
Application_316337434,2016-03-11T15:24:48.987000+00:00,2016-03-22T07:30:26.375000+00:00,256.09,0,0,5,pending,Low,User_1
Application_871683731,2016-03-11T15:36:41.295000+00:00,2016-04-14T06:00:23.788000+00:00,806.4,0,0,3,rejected,Medium,User_1
Application_555909254,2016-03-11T15:44:11.132000+00:00,2016-03-22T10:02:25.337000+00:00,258.3,0,0,3,pending,High,User_15
Application_1830532197,2016-03-11T15:47:06.518000+00:00,2016-03-24T16:05:25.702000+00:00,312.31,0,0,4,pending,High,User_15
Application_1632392078,2016-03-11T15:52:00.223000+00:00,2016-03-25T09:18:04.977000+00:00,329.43,0,2,4,rejected,Low,User_1
Application_1321058233,2016-03-11T15:55:18.984000+00:00,2016-03-17T09:17:51.287000+00:00,137.38,1,0,4,pending,Low,User_36
Application_1968921696,2016-03-11T16:09:56.789000+00:00,2016-03-23T10:58:05.155000+00:00,282.8,0,2,4,rejected,High,User_1
Application_1595554552,2016-03-11T16:43:28.733000+00:00,2016-04-26T08:01:06.694000+00:00,1095.29,0,0,5,rejected,Medium,User_1
Application_1250230158,2016-03-11T16:56:31.371000+00:00,2016-04-11T06:00:27.830000+00:00,733.07,0,0,2,rejected,Low,User_39
Application_1806137660,2016-03-11T16:56:36.812000+00:00,2016-03-25T10:21:19.982000+00:00,329.41,0,0,4,pending,Medium,User_14
Application_946349105,2016-03-11T17:07:29.423000+00:00,2016-03-28T08:32:04.118000+00:00,399.41,0,0,5,pending,Medium,User_1
Application_516232179,2016-03-11T17:35:00.046000+00:00,2016-03-18T18:07:57.680000+00:00,168.55,1,0,3,rejected,Medium,User_1
Application_771233850,2016-03-11T17:49:55.096000+00:00,2016-03-24T14:42:07.463000+00:00,308.87,0,2,3,rejected,Low,User_39
Application_674264984,2016-03-11T17:52:53.479000+00:00,2016-03-16T10:01:43.989000+00:00,112.15,0,0,3,rejected,Medium,User_1
Application_1469859342,2016-03-11T18:01:45.852000+00:00,2016-03-21T12:40:18.332000+00:00,234.64,1,3,5,rejected,Medium,User_1
Application_2121438831,2016-03-11T18:14:52.772000+00:00,2016-03-16T11:19:33.479000+00:00,113.08,0,0,5,pending,High,User_1
Application_1983910250,2016-03-11T18:16:58.167000+00:00,2016-03-22T14:59:15.062000+00:00,260.7,0,0,4,pending,Low,User_1
Application_1204535804,2016-03-11T18:22:27.701000+00:00,2016-03-24T09:03:32.105000+00:00,302.68,0,0,3,pending,High,User_5
Application_1238932261,2016-03-11T19:09:58.253000+00:00,2016-04-22T09:21:58.548000+00:00,998.2,0,0,5,pending,High,User_1
Application_1627525501,2016-03-11T19:14:18.956000+00:00,2016-03-30T08:09:49.401000+00:00,444.93,0,0,4,pending,High,User_1
Application_1934395283,2016-03-11T19:19:38.253000+00:00,2016-03-25T11:01:12.142000+00:00,327.69,0,0,3,pending,Medium,User_7
Application_1545025138,2016-03-11T19:36:34.373000+00:00,2016-03-22T14:07:23.434000+00:00,258.51,0,0,3,pending,Medium,User_14
Application_1194649845,2016-03-11T19:40:19.686000+00:00,2016-04-07T12:56:10.047000+00:00,641.26,1,0,4,pending,Low,User_24
Application_112267181,2016-03-11T19:51:13.503000+00:00,2016-03-23T16:39:47.411000+00:00,284.81,0,0,3,pending,Medium,User_5
Application_547216985,2016-03-11T20:44:35.640000+00:00,2016-03-24T10:11:15.077000+00:00,301.44,0,0,3,rejected,Medium,User_1
Application_382259395,2016-03-11T21:00:10.057000+00:00,2016-03-29T13:27:22.989000+00:00,424.45,0,2,6,rejected,Low,User_1
Application_1597260990,2016-03-11T21:06:23.274000+00:00,2016-03-29T07:12:32.766000+00:00,418.1,1,0,5,pending,High,User_1
Application_1959367708,2016-03-11T21:34:16.508000+00:00,2016-03-24T08:06:17.254000+00:00,298.53,0,2,5,rejected,Medium,User_1
Application_1201175536,2016-03-11T21:44:15.035000+00:00,2016-04-14T06:00:55.867000+00:00,800.28,0,0,3,rejected,Low,User_1
Application_118454896,2016-03-11T23:31:41.961000+00:00,2016-04-12T06:00:28.098000+00:00,750.48,0,0,3,rejected,Low,User_1
Application_1036031677,2016-03-11T23:40:02.885000+00:00,2016-04-14T06:00:59.543000+00:00,798.35,2,0,3,rejected,Low,User_1
Application_512809579,2016-03-12T04:45:17.143000+00:00,2016-04-12T06:00:32.506000+00:00,745.25,0,0,3,rejected,Low,User_1
Application_1589359791,2016-03-12T07:48:10.468000+00:00,2016-04-14T06:01:09.327000+00:00,790.22,0,0,3,rejected,High,User_1
Application_251218906,2016-03-12T08:39:26.778000+00:00,2016-03-22T09:46:33.015000+00:00,241.12,0,0,4,pending,Medium,User_1
Application_2120901674,2016-03-12T08:51:33.379000+00:00,2016-03-21T14:39:03.340000+00:00,221.79,1,0,4,pending,Medium,User_1
Application_431938227,2016-03-12T10:07:29.219000+00:00,2016-03-23T07:54:21.371000+00:00,261.78,0,0,4,pending,Low,User_35
Application_1641372345,2016-03-12T10:13:44.596000+00:00,2016-03-23T12:55:52.304000+00:00,266.7,0,0,5,pending,Low,User_1
Application_1957067639,2016-03-12T10:13:52.514000+00:00,2016-04-13T11:36:50.972000+00:00,769.38,4,0,5,rejected,Low,User_1
Application_1514719904,2016-03-12T10:21:03.012000+00:00,2016-03-24T12:23:44.253000+00:00,290.04,0,0,4,pending,Low,User_44
Application_1587285313,2016-03-12T10:24:50.933000+00:00,2016-04-23T06:01:08.911000+00:00,1003.6,0,0,3,rejected,High,User_1
Application_1949926859,2016-03-12T10:28:40.006000+00:00,2016-03-29T11:31:05.505000+00:00,409.04,1,0,4,pending,Medium,User_1
Application_504546453,2016-03-12T10:30:01.584000+00:00,2016-04-14T06:01:15.113000+00:00,787.52,0,0,3,rejected,Medium,User_1
Application_1908615777,2016-03-12T10:53:13.282000+00:00,2016-04-12T06:00:34.971000+00:00,739.12,2,0,2,rejected,High,User_24
Application_1590166055,2016-03-12T11:01:31.257000+00:00,2016-03-21T14:15:29.628000+00:00,219.23,0,0,3,pending,Low,User_17
Application_1447078181,2016-03-12T11:19:52.856000+00:00,2016-04-17T06:01:04.915000+00:00,858.69,0,0,3,rejected,Medium,User_1
Application_1907764759,2016-03-12T11:40:39.990000+00:00,2016-03-29T09:37:23.908000+00:00,405.95,0,2,4,rejected,Low,User_1
Application_1940730410,2016-03-12T11:52:46.380000+00:00,2016-04-14T06:01:17.137000+00:00,786.14,0,0,3,rejected,Low,User_1
Application_1258746465,2016-03-12T11:54:19.391000+00:00,2016-03-18T15:22:12.046000+00:00,147.46,1,3,4,rejected,Low,User_1
Application_866868145,2016-03-12T11:59:21.584000+00:00,2016-04-17T06:00:52.513000+00:00,858.03,2,0,3,rejected,Medium,User_1
Application_542229398,2016-03-12T12:00:37.545000+00:00,2016-03-14T14:44:58.573000+00:00,50.74,0,0,2,rejected,Low,User_1
Application_184327246,2016-03-12T12:03:52.236000+00:00,2016-03-21T13:46:37.397000+00:00,217.71,0,0,4,pending,Low,User_1
Application_571492451,2016-03-12T12:04:13.294000+00:00,2016-03-30T07:42:21.228000+00:00,427.64,0,0,5,pending,Low,User_1
Application_1220365145,2016-03-12T12:07:40.458000+00:00,2016-04-22T06:01:09.244000+00:00,977.89,1,0,3,rejected,High,User_1
Application_1969766745,2016-03-12T12:13:53.801000+00:00,2016-04-01T06:52:37.940000+00:00,474.65,0,0,3,pending,Medium,User_44
Application_2135622798,2016-03-12T12:17:59.977000+00:00,2016-04-05T11:05:48.774000+00:00,574.8,2,0,4,pending,High,User_35
Application_1486614947,2016-03-12T12:22:28.086000+00:00,2016-03-23T11:28:14.485000+00:00,263.1,0,0,4,pending,Low,User_35
Application_602590634,2016-03-12T12:26:09.406000+00:00,2016-04-12T06:00:26.933000+00:00,737.57,0,0,2,rejected,Low,User_17
Application_412709395,2016-03-12T12:26:56.499000+00:00,2016-04-13T10:21:41.168000+00:00,765.91,0,0,3,rejected,Low,User_1
Application_221581677,2016-03-12T12:27:54.667000+00:00,2016-03-23T09:08:56.213000+00:00,260.68,0,0,4,pending,High,User_38
Application_471946869,2016-03-12T12:28:50.508000+00:00,2016-03-23T10:47:03.206000+00:00,262.3,0,0,3,pending,High,User_43
Application_893190776,2016-03-12T12:37:18.703000+00:00,2016-03-19T09:42:38.863000+00:00,165.09,0,0,2,rejected,High,User_5
Application_1541803817,2016-03-12T12:48:06.095000+00:00,2016-04-14T06:01:03.486000+00:00,785.22,0,0,3,rejected,Medium,User_1
Application_1968736484,2016-03-12T12:48:44.895000+00:00,2016-03-22T16:05:38.689000+00:00,243.28,0,0,5,pending,Low,User_1
Application_1618969531,2016-03-12T12:48:49.635000+00:00,2016-03-24T11:04:53.618000+00:00,286.27,0,0,3,pending,High,User_5
Application_2027354376,2016-03-12T12:58:04.030000+00:00,2016-04-15T06:00:52.109000+00:00,809.05,0,0,2,rejected,Low,User_24
Application_602925307,2016-03-12T13:02:31.680000+00:00,2016-04-14T06:01:06.693000+00:00,784.98,0,0,3,rejected,Low,User_1
Application_1087673661,2016-03-12T13:16:25.039000+00:00,2016-04-14T06:01:05.497000+00:00,784.74,0,0,3,rejected,High,User_1
Application_464616486,2016-03-12T13:36:20.670000+00:00,2016-03-29T07:06:57.754000+00:00,401.51,0,0,5,pending,Medium,User_1
Application_140129725,2016-03-12T13:42:50.540000+00:00,2016-04-12T06:00:39.919000+00:00,736.3,0,0,2,rejected,Low,User_19
Application_1193700991,2016-03-12T13:58:37.175000+00:00,2016-03-17T12:07:45.132000+00:00,118.15,1,0,3,pending,Low,User_36
Application_1543259185,2016-03-12T14:12:32.507000+00:00,2016-03-21T15:23:45.718000+00:00,217.19,0,0,3,pending,Medium,User_44
Application_1679870829,2016-03-12T14:29:44.187000+00:00,2016-03-24T10:49:10.730000+00:00,284.32,0,0,3,pending,Low,User_24
Application_1726163143,2016-03-12T14:30:49.755000+00:00,2016-03-24T12:08:25.342000+00:00,285.63,1,0,5,pending,High,User_1
Application_935359785,2016-03-12T14:32:10.553000+00:00,2016-03-30T10:38:31.577000+00:00,428.11,1,0,4,pending,Low,User_38
Application_1651588063,2016-03-12T14:55:20.303000+00:00,2016-04-14T06:00:53.868000+00:00,783.09,0,0,3,rejected,Medium,User_1
Application_1301927722,2016-03-12T14:57:12.574000+00:00,2016-03-18T13:41:08.736000+00:00,142.73,1,0,3,rejected,Medium,User_1
Application_434282161,2016-03-12T15:02:05.041000+00:00,2016-04-12T06:00:24.702000+00:00,734.97,0,0,2,rejected,Medium,User_17
Application_554608724,2016-03-12T15:16:40.707000+00:00,2016-04-15T06:00:47.681000+00:00,806.74,0,0,3,rejected,Low,User_1
Application_1705547444,2016-03-12T15:17:48.652000+00:00,2016-03-21T09:15:38.282000+00:00,209.96,0,0,2,rejected,High,User_24
Application_2028722013,2016-03-12T15:20:54.612000+00:00,2016-03-25T08:16:45.929000+00:00,304.93,1,0,5,pending,High,User_1
Application_1638787939,2016-03-12T15:46:48.568000+00:00,2016-04-05T12:29:32.662000+00:00,572.71,0,0,5,pending,Low,User_1
Application_577478895,2016-03-12T16:06:06.751000+00:00,2016-04-18T06:01:03.410000+00:00,877.92,1,0,3,rejected,Medium,User_1
Application_2139807728,2016-03-12T16:12:44.254000+00:00,2016-04-06T07:50:45.853000+00:00,591.63,0,0,5,pending,Medium,User_1
Application_615012415,2016-03-12T16:45:46.978000+00:00,2016-04-15T06:00:39.114000+00:00,805.25,0,0,3,rejected,Medium,User_1
Application_1062597280,2016-03-12T16:49:04.050000+00:00,2016-04-14T06:00:48.694000+00:00,781.2,1,0,3,rejected,Low,User_1
Application_1277496092,2016-03-12T16:49:18.605000+00:00,2016-04-14T06:00:47.455000+00:00,781.19,0,0,3,rejected,High,User_1
Application_1842322303,2016-03-12T18:35:41.865000+00:00,2016-04-17T06:00:32.106000+00:00,851.41,0,0,3,rejected,Low,User_1
Application_551571973,2016-03-12T19:00:47.377000+00:00,2016-04-14T06:00:42.462000+00:00,779.0,0,0,3,rejected,Low,User_1
Application_1661111470,2016-03-12T19:50:26.538000+00:00,2016-03-25T11:02:13.287000+00:00,303.2,0,0,5,pending,Low,User_1
Application_2134114845,2016-03-12T19:57:15.194000+00:00,2016-03-25T10:11:14.558000+00:00,302.23,0,0,4,pending,Medium,User_1
Application_607018297,2016-03-12T20:38:16.238000+00:00,2016-03-22T11:51:22.826000+00:00,231.22,0,0,4,pending,Medium,User_1
Application_1520636792,2016-03-12T21:04:28.606000+00:00,2016-03-24T15:29:43.310000+00:00,282.42,0,0,5,pending,Low,User_1
Application_1851714931,2016-03-12T21:30:10.591000+00:00,2016-04-22T15:11:16.610000+00:00,977.69,1,0,5,pending,Low,User_1
Application_2032298723,2016-03-12T21:34:58.927000+00:00,2016-03-25T09:46:22.792000+00:00,300.19,0,0,4,pending,High,User_1
Application_1242897841,2016-03-12T22:12:31.015000+00:00,2016-03-25T06:08:48.442000+00:00,295.94,0,0,4,pending,Medium,User_1
Application_1178942684,2016-03-12T22:21:23.388000+00:00,2016-04-14T06:00:26.561000+00:00,775.65,0,0,3,rejected,Medium,User_1
Application_316239244,2016-03-12T22:35:49.954000+00:00,2016-04-21T06:00:16.716000+00:00,943.41,0,0,3,rejected,Medium,User_1
Application_581157932,2016-03-12T23:07:42.862000+00:00,2016-03-29T14:35:39.160000+00:00,399.47,1,0,5,pending,Medium,User_1
Application_864649471,2016-03-13T03:03:06.263000+00:00,2016-03-29T14:57:19.708000+00:00,395.9,0,0,4,pending,Medium,User_1
Application_230369089,2016-03-13T10:16:31.397000+00:00,2016-04-14T06:01:14.123000+00:00,763.75,0,0,3,rejected,Medium,User_1
Application_211828202,2016-03-13T10:23:35.647000+00:00,2016-03-22T11:53:22.607000+00:00,217.5,0,0,4,pending,Low,User_1
Application_618390668,2016-03-13T10:41:39.751000+00:00,2016-04-05T09:45:14.571000+00:00,551.06,0,0,5,pending,Low,User_1
Application_980527052,2016-03-13T11:08:37.176000+00:00,2016-03-24T09:38:08.856000+00:00,262.49,0,0,4,pending,High,User_1
Application_1690708840,2016-03-13T11:22:39.421000+00:00,2016-03-23T12:54:48.645000+00:00,241.54,1,0,4,pending,Medium,User_1
Application_1051399444,2016-03-13T12:52:55.065000+00:00,2016-03-29T14:55:51.184000+00:00,386.05,0,0,4,pending,Low,User_1
Application_1881349265,2016-03-13T13:02:09.516000+00:00,2016-04-22T06:01:11.322000+00:00,952.98,0,0,3,rejected,Medium,User_1
Application_1331629354,2016-03-13T13:22:11.210000+00:00,2016-04-06T13:44:33.957000+00:00,576.37,3,4,5,rejected,Low,User_1
Application_189626436,2016-03-13T13:22:22.208000+00:00,2016-04-22T08:14:31.788000+00:00,954.87,1,0,5,pending,High,User_1
Application_256466383,2016-03-13T13:36:30.969000+00:00,2016-04-22T06:05:48.708000+00:00,952.49,0,0,5,pending,Medium,User_1
Application_992509096,2016-03-13T13:46:49.408000+00:00,2016-03-23T10:02:01.750000+00:00,236.25,0,2,5,rejected,Medium,User_1
Application_816280383,2016-03-13T13:58:22.280000+00:00,2016-04-22T05:51:01.619000+00:00,951.88,0,0,5,pending,Low,User_1
Application_2066675404,2016-03-13T14:02:26.789000+00:00,2016-04-01T14:36:21.097000+00:00,456.57,0,2,4,rejected,Low,User_1
Application_1332397677,2016-03-13T14:24:28.737000+00:00,2016-04-14T06:01:07.517000+00:00,759.61,0,0,3,rejected,Medium,User_1
Application_260273104,2016-03-13T14:41:49.735000+00:00,2016-04-15T06:00:55.588000+00:00,783.32,0,0,3,rejected,Low,User_1
Application_1026980360,2016-03-13T14:56:54.191000+00:00,2016-05-02T17:54:24.906000+00:00,1202.96,0,0,5,rejected,Low,User_1
Application_2042077626,2016-03-13T15:48:20.056000+00:00,2016-04-14T06:01:02.689000+00:00,758.21,0,0,3,rejected,Low,User_1
Application_1887399952,2016-03-13T16:04:49.989000+00:00,2016-04-15T06:00:50.298000+00:00,781.93,0,0,3,rejected,Low,User_1
Application_1537066674,2016-03-13T16:09:59.755000+00:00,2016-04-15T06:00:51.285000+00:00,781.85,0,0,3,rejected,Low,User_1
Application_49799302,2016-03-13T16:25:22.616000+00:00,2016-04-16T06:14:35.804000+00:00,805.82,3,0,3,rejected,High,User_1
Application_256488947,2016-03-13T17:20:05.634000+00:00,2016-04-17T06:00:43.882000+00:00,828.68,0,0,3,rejected,Medium,User_1
Application_1330057843,2016-03-13T17:36:01.363000+00:00,2016-04-15T06:00:43.073000+00:00,780.41,0,0,3,rejected,High,User_1
Application_1874226125,2016-03-13T18:17:06.306000+00:00,2016-03-26T10:35:28.571000+00:00,304.31,0,0,5,rejected,Medium,User_1
Application_1398240983,2016-03-13T18:33:15.090000+00:00,2016-03-31T07:23:54.951000+00:00,420.84,0,0,4,pending,Low,User_1
Application_457250823,2016-03-13T18:39:53.334000+00:00,2016-03-31T06:06:08.656000+00:00,419.44,1,0,5,pending,Medium,User_1
Application_49271927,2016-03-13T18:59:14.098000+00:00,2016-04-05T09:35:47.446000+00:00,542.61,0,2,4,rejected,Low,User_1
Application_705696946,2016-03-13T19:00:10.500000+00:00,2016-03-15T17:33:38.192000+00:00,46.56,0,0,3,rejected,Medium,User_1
Application_397437967,2016-03-13T19:12:40.497000+00:00,2016-03-24T10:03:51.428000+00:00,254.85,0,0,4,pending,Medium,User_1
Application_277468607,2016-03-13T19:48:28.366000+00:00,2016-04-06T11:15:27.993000+00:00,567.45,0,0,5,pending,Low,User_1
Application_42852858,2016-03-13T19:49:35.684000+00:00,2016-03-31T14:14:46.345000+00:00,426.42,0,2,4,rejected,Medium,User_1
Application_180560526,2016-03-13T19:52:53.146000+00:00,2016-03-22T07:40:11.175000+00:00,203.79,0,0,5,pending,Medium,User_1
Application_1254670069,2016-03-13T20:05:48.801000+00:00,2016-04-15T06:00:29.072000+00:00,777.91,0,0,3,rejected,High,User_1
Application_1607889125,2016-03-13T20:37:22.448000+00:00,2016-04-15T06:00:23.625000+00:00,777.38,1,0,3,rejected,Medium,User_1
Application_2040969462,2016-03-13T20:37:57.590000+00:00,2016-03-31T14:49:33.066000+00:00,426.19,1,3,4,rejected,Low,User_1
Application_2071565481,2016-03-13T20:40:49.179000+00:00,2016-04-15T06:00:25.818000+00:00,777.33,0,0,3,rejected,Low,User_1
Application_1422858605,2016-03-13T20:54:16.130000+00:00,2016-03-23T11:58:23.427000+00:00,231.07,0,0,4,pending,Medium,User_1
Application_539678082,2016-03-13T20:59:57.876000+00:00,2016-04-15T06:00:22.476000+00:00,777.01,0,0,3,rejected,Medium,User_1
Application_476137012,2016-03-13T21:15:47.486000+00:00,2016-04-08T14:24:26.611000+00:00,617.14,1,0,5,pending,Low,User_1
Application_1326513285,2016-03-13T21:34:24.856000+00:00,2016-04-07T11:30:18.806000+00:00,589.93,0,0,5,pending,Medium,User_1
Application_1104033799,2016-03-13T21:36:40.971000+00:00,2016-04-04T10:53:36.295000+00:00,517.28,0,0,5,pending,Low,User_1
Application_1402953314,2016-03-13T21:51:09.332000+00:00,2016-03-30T14:49:00.272000+00:00,400.96,1,0,4,pending,Medium,User_1
Application_824290060,2016-03-13T22:02:54.862000+00:00,2016-03-23T11:30:10.716000+00:00,229.45,1,0,4,pending,Medium,User_1
Application_1683071807,2016-03-14T00:34:24.805000+00:00,2016-04-01T06:34:03.692000+00:00,437.99,0,2,5,rejected,Medium,User_1
Application_1537443979,2016-03-14T07:58:43.836000+00:00,2016-03-31T09:03:42.545000+00:00,409.08,0,0,4,pending,Medium,User_1
Application_1352640877,2016-03-14T07:59:51.626000+00:00,2016-04-15T06:00:56.518000+00:00,766.02,0,0,3,rejected,Medium,User_1
Application_1995862436,2016-03-14T08:04:30.156000+00:00,2016-03-31T11:55:00.715000+00:00,411.84,0,2,3,rejected,Low,User_13
Application_466572112,2016-03-14T08:13:14.500000+00:00,2016-03-24T08:38:21.638000+00:00,240.42,0,0,4,pending,Medium,User_1
Application_403619170,2016-03-14T08:29:39.749000+00:00,2016-03-30T09:00:59.407000+00:00,384.52,0,0,4,pending,Medium,User_13
Application_616279885,2016-03-14T08:32:21.521000+00:00,2016-03-31T15:04:00.393000+00:00,414.53,0,0,5,pending,High,User_1
Application_98076320,2016-03-14T08:41:55.684000+00:00,2016-03-30T09:01:24.143000+00:00,384.32,0,0,3,pending,Medium,User_3
Application_1474877940,2016-03-14T08:46:02.126000+00:00,2016-05-08T06:00:38.392000+00:00,1317.24,1,0,3,rejected,Medium,User_1
Application_1251704133,2016-03-14T08:58:40.264000+00:00,2016-03-24T08:40:53.687000+00:00,239.7,0,0,4,pending,High,User_22
Application_1960455467,2016-03-14T09:07:15.464000+00:00,2016-05-12T06:00:51.855000+00:00,1412.89,1,0,3,rejected,Low,User_1
Application_834094557,2016-03-14T09:20:02.002000+00:00,2016-03-23T14:16:35.122000+00:00,220.94,0,0,4,pending,Medium,User_3
Application_492621131,2016-03-14T09:28:02.885000+00:00,2016-03-23T13:35:16.450000+00:00,220.12,1,0,5,pending,Medium,User_1
Application_2067998304,2016-03-14T09:32:07.934000+00:00,2016-03-23T10:43:51.598000+00:00,217.2,1,0,4,pending,Medium,User_1
Application_1510877498,2016-03-14T09:37:48.956000+00:00,2016-03-24T10:04:50.260000+00:00,240.45,0,0,4,pending,Low,User_1
Application_985292519,2016-03-14T09:44:05.705000+00:00,2016-04-15T06:01:06.138000+00:00,764.28,0,0,3,rejected,Low,User_1
Application_1207970401,2016-03-14T09:45:21.918000+00:00,2016-03-24T12:39:47.298000+00:00,242.91,0,0,3,pending,Low,User_13
Application_445985181,2016-03-14T10:04:59.279000+00:00,2016-03-31T13:24:15.602000+00:00,411.32,0,0,5,pending,Medium,User_1
Application_222295771,2016-03-14T10:07:42.638000+00:00,2016-03-31T08:32:46.919000+00:00,406.42,0,2,3,rejected,Medium,User_22
Application_1690676314,2016-03-14T10:30:51.988000+00:00,2016-04-04T15:29:56.766000+00:00,508.98,1,0,5,pending,Low,User_1
Application_1209107293,2016-03-14T10:37:16.796000+00:00,2016-04-14T06:00:52.993000+00:00,739.39,1,0,2,rejected,Medium,User_25
